0.0;2025-03-13;
0.0;2025-03-13;
0.0;2025-03-13;
0.0;2025-03-13;
0.0;2025-03-13;
0.0;2025-03-13;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-16;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
0.0;2025-03-18;
